date,reservoir_name_as_reported,min_drawdown_level_m,full_reservoir_level_m,full_reservoir_storage_mcm,full_reservoir_storage_reported_mu,level_m,effective_storage_mcm,storage_percent,generation_capability_gross_mu,generation_capability_station_mu,classification,source_sha256
2024-07-11,PAMBA,963.168,986.332,31.001,59.46,964.95,1.34,30,276.317,232.737,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,KAKKI,908.304,981.456,446.542,856.467,954.978,142.725,0,0,,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,SHOLAYAR,779.374,811.68,149.23,152.065,793.516,34.401,23,35.054,22.945,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,IDAMALAYAR,115,169,1017.8,254.45,142.31,353.695,35,88.424,88.424,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,KUNDALA,1735.836,1758.696,7.787,22.738,1742.95,0.991,13,113.562,49.119,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,MADUPPATTY,1554.48,1599.59,55.217,161.234,1593,37.9,69,0,,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,KUTTIADI,737.616,758.037,33.99,42.827,747.523,11.307,33,103.392,100.11,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,THARIODE,750.5,775.6,201,253.26,763.4,70.75,35,0,,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,ANAYIRANKAL,1188,1207.008,48.968,65.616,1192.06,3.502,7,22.367,7.874,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,PONMUDI,678.8,707.745,47.4,63.516,690.95,13.19,28,0,,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,NERIAMANGALAM,445,456.59,5.557,4.835,452.2,2.85,51,2.48,1.168,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,PORINGAL,405.689,423.976,30.356,10.625,419.25,17.875,59,6.256,6.256,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.55,,0,0,,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,LOWER PERIYAR,237.74,253,4.55,2.093,247.3,2.29,50,1.053,1.053,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-11,KAKKAD,181.36,192.63,1.16,0.358,190,,0,0,,official_observed_reference,28623d637c1e286ae4b4b1157d32bfe9923db7a2bced5e389e07bfd3d7aab28b
2024-07-12,IDUKKI,694.944,732.43,1460,2190,713.427,555.155,38,832.733,816.078,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,PAMBA,963.168,986.332,31.001,59.46,965.5,1.78,31,281.006,236.687,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,KAKKI,908.304,981.456,446.542,856.467,955.25,144.73,0,0,,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,SHOLAYAR,779.374,811.68,149.23,152.065,793.943,36.145,24,36.832,24.109,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,IDAMALAYAR,115,169,1017.8,254.45,142.6,359.35,35,89.838,89.838,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,KUNDALA,1735.836,1758.696,7.787,22.738,1743.2,0.991,13,113.927,49.277,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,MADUPPATTY,1554.48,1599.59,55.217,161.234,1593.05,38.025,69,0,,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,KUTTIADI,737.616,758.037,33.99,42.827,748.589,13.119,39,110.714,107.2,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,THARIODE,750.5,775.6,201,253.26,763.85,74.75,37,0,,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,ANAYIRANKAL,1188,1207.008,48.968,65.616,1192.13,3.586,7,22.587,7.951,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,PONMUDI,678.8,707.745,47.4,63.516,691,13.27,28,0,,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,NERIAMANGALAM,445,456.59,5.557,4.835,453.65,3.65,66,3.176,1.496,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,PORINGAL,405.689,423.976,30.356,10.625,419.15,17.625,58,6.169,6.169,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.4,,0,0,,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,LOWER PERIYAR,237.74,253,4.55,2.093,247,2.19,48,1.007,1.007,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-12,KAKKAD,181.36,192.63,1.16,0.358,188.7,,0,0,,official_observed_reference,277fc6ad29214c8acca7c9ee15a4038d6ab307c0f7b1eee359e68062725a0f0c
2024-07-13,IDUKKI,694.944,732.43,1460,2190,713.573,561.054,38,841.581,824.749,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,PAMBA,963.168,986.332,31.001,59.46,965.95,2.14,31,285.464,240.441,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,KAKKI,908.304,981.456,446.542,856.467,955.517,146.694,0,0,,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,SHOLAYAR,779.374,811.68,149.23,152.065,794.339,37.765,25,38.482,25.189,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,IDAMALAYAR,115,169,1017.8,254.45,142.86,364.37,36,91.093,91.093,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,KUNDALA,1735.836,1758.696,7.787,22.738,1743.5,0.991,13,114.292,49.435,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,MADUPPATTY,1554.48,1599.59,55.217,161.234,1593.1,38.15,69,0,,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,KUTTIADI,737.616,758.037,33.99,42.827,749.199,14.195,42,117.111,113.393,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,THARIODE,750.5,775.6,201,253.26,764.3,78.75,39,0,,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,ANAYIRANKAL,1188,1207.008,48.968,65.616,1192.22,3.694,8,23.911,8.417,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,PONMUDI,678.8,707.745,47.4,63.516,691.55,14.15,30,0,,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,NERIAMANGALAM,445,456.59,5.557,4.835,453.35,3.47,62,3.019,1.422,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,PORINGAL,405.689,423.976,30.356,10.625,419.45,18.375,61,6.431,6.431,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.65,,0,0,,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,LOWER PERIYAR,237.74,253,4.55,2.093,248.1,2.54,56,1.168,1.168,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-13,KAKKAD,181.36,192.63,1.16,0.358,189,,0,0,,official_observed_reference,6a6c3bbde6aeb7f6c8271e45db6dc1347932702584bc12e77c401418d3381538
2024-07-14,IDUKKI,694.944,732.43,1460,2190,713.848,572.114,39,858.171,841.008,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,PAMBA,963.168,986.332,31.001,59.46,966.4,2.55,33,299.035,251.873,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,KAKKI,908.304,981.456,446.542,856.467,956.04,153.36,0,0,,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,SHOLAYAR,779.374,811.68,149.23,152.065,794.857,39.883,27,40.641,26.602,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,IDAMALAYAR,115,169,1017.8,254.45,143.41,375.095,37,93.774,93.774,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,KUNDALA,1735.836,1758.696,7.787,22.738,1744,1.05,13,115.559,49.983,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,MADUPPATTY,1554.48,1599.59,55.217,161.234,1593.25,38.525,70,0,,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,KUTTIADI,737.616,758.037,33.99,42.827,750.113,16.013,47,124.945,120.979,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,THARIODE,750.5,775.6,201,253.26,764.8,83.15,41,0,,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,ANAYIRANKAL,1188,1207.008,48.968,65.616,1192.34,3.83,8,26.88,9.462,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,PONMUDI,678.8,707.745,47.4,63.516,692.85,16.23,34,0,,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,NERIAMANGALAM,445,456.59,5.557,4.835,453.9,3.8,68,3.306,1.557,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,PORINGAL,405.689,423.976,30.356,10.625,421.6,23.75,78,8.313,8.313,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.55,,0,0,,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,LOWER PERIYAR,237.74,253,4.55,2.093,247.3,2.29,50,1.053,1.053,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-14,KAKKAD,181.36,192.63,1.16,0.358,190.2,,0,0,,official_observed_reference,d07fbff4ccc0c3ae5dd91f9f563cab4986a7d9c9242bf5a6a651f54fad17abf8
2024-07-15,IDUKKI,694.944,732.43,1460,2190,714.939,616.082,42,924.123,905.641,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,PAMBA,963.168,986.332,31.001,59.46,970.05,6.2,36,331.43,279.158,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,KAKKI,908.304,981.456,446.542,856.467,958.084,166.6,0,0,,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,SHOLAYAR,779.374,811.68,149.23,152.065,795.985,44.721,30,45.57,29.829,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,IDAMALAYAR,115,169,1017.8,254.45,145.23,411.83,40,102.958,102.958,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,KUNDALA,1735.836,1758.696,7.787,22.738,1745.65,1.512,19,123.843,53.566,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,MADUPPATTY,1554.48,1599.59,55.217,161.234,1594.2,40.9,74,0,,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,KUTTIADI,737.616,758.037,33.99,42.827,752.339,20.464,60,141.39,136.901,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,THARIODE,750.5,775.6,201,253.26,765.8,91.75,46,0,,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,ANAYIRANKAL,1188,1207.008,48.968,65.616,1193.45,5.17,11,34.692,12.212,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,PONMUDI,678.8,707.745,47.4,63.516,695.7,20.72,44,0,,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,NERIAMANGALAM,445,456.59,5.557,4.835,456.4,5.41,97,4.707,2.217,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,PORINGAL,405.689,423.976,30.356,10.625,423.4,28.4,94,9.94,9.94,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.7,,0,0,,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,LOWER PERIYAR,237.74,253,4.55,2.093,253,4.55,100,2.093,2.093,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-15,KAKKAD,181.36,192.63,1.16,0.358,189,,0,0,,official_observed_reference,9eb549c9502c57d887338ebbb107a1021d27c527737409ed2bbc13da8de582d8
2024-07-16,IDUKKI,694.944,732.43,1460,2190,715.823,651.693,45,977.54,957.989,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,PAMBA,963.168,986.332,31.001,59.46,971.55,7.73,39,356.495,300.27,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,KAKKI,908.304,981.456,446.542,856.467,959.47,178.138,0,0,,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,SHOLAYAR,779.374,811.68,149.23,152.065,796.93,49.07,33,50.003,32.73,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,IDAMALAYAR,115,169,1017.8,254.45,146.42,436.82,43,109.205,109.205,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,KUNDALA,1735.836,1758.696,7.787,22.738,1746.75,1.82,23,129.122,55.85,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,MADUPPATTY,1554.48,1599.59,55.217,161.234,1594.8,42.4,77,0,,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,KUTTIADI,737.616,758.037,33.99,42.827,753.984,23.846,70,159.511,154.447,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,THARIODE,750.5,775.6,201,253.26,766.9,102.75,51,0,,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,ANAYIRANKAL,1188,1207.008,48.968,65.616,1194,5.93,12,40.602,14.293,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,PONMUDI,678.8,707.745,47.4,63.516,697.9,24.37,51,0,,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,NERIAMANGALAM,445,456.59,5.557,4.835,456.4,5.41,97,4.707,2.217,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,PORINGAL,405.689,423.976,30.356,10.625,422.65,23.375,77,8.181,8.181,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.85,,0,0,,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,LOWER PERIYAR,237.74,253,4.55,2.093,253,4.55,100,2.093,2.093,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-16,KAKKAD,181.36,192.63,1.16,0.358,191.5,,0,0,,official_observed_reference,2b304dcd05a11153ce319e69b25e3616d4e7c7f52d2667df0d051b2690a342c5
2024-07-17,IDUKKI,694.944,732.43,1460,2190,716.548,680.943,47,1021.415,1000.986,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,PAMBA,963.168,986.332,31.001,59.46,971.7,7.91,41,371.513,312.919,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,KAKKI,908.304,981.456,446.542,856.467,960.376,185.788,0,0,,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,SHOLAYAR,779.374,811.68,149.23,152.065,797.905,53.767,36,54.789,35.863,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,IDAMALAYAR,115,169,1017.8,254.45,147.72,464.84,46,116.21,116.21,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,KUNDALA,1735.836,1758.696,7.787,22.738,1747.55,2.092,27,135.027,58.404,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,MADUPPATTY,1554.48,1599.59,55.217,161.234,1595.5,44.15,80,0,,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,KUTTIADI,737.616,758.037,33.99,42.827,755.478,27.582,81,177.575,171.937,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,THARIODE,750.5,775.6,201,253.26,768,113.35,56,0,,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,ANAYIRANKAL,1188,1207.008,48.968,65.616,1194.56,6.95,14,47.597,16.755,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,PONMUDI,678.8,707.745,47.4,63.516,700,28.57,60,0,,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,NERIAMANGALAM,445,456.59,5.557,4.835,456.4,5.41,97,4.707,2.217,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,PORINGAL,405.689,423.976,30.356,10.625,423.1,27.5,91,9.625,9.625,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.8,,0,0,,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,LOWER PERIYAR,237.74,253,4.55,2.093,253,4.55,100,2.093,2.093,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-17,KAKKAD,181.36,192.63,1.16,0.358,190.5,,0,0,,official_observed_reference,6d840320441f6bd2846257722a7fdc8084e22eefd9f4fbd247129475c3203a55
2024-07-18,IDUKKI,694.944,732.43,1460,2190,717.17,706.013,48,1059.02,1037.839,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,PAMBA,963.168,986.332,31.001,59.46,971.85,8.09,42,386.325,325.396,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,KAKKI,908.304,981.456,446.542,856.467,961.272,193.331,0,0,,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,SHOLAYAR,779.374,811.68,149.23,152.065,798.881,58.71,39,59.826,39.16,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,IDAMALAYAR,115,169,1017.8,254.45,148.95,491.9,48,122.975,122.975,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,KUNDALA,1735.836,1758.696,7.787,22.738,1748.55,2.435,31,141.138,61.047,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.2,45.9,83,0,,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,KUTTIADI,737.616,758.037,33.99,42.827,757.001,31.391,92,195.477,189.272,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,THARIODE,750.5,775.6,201,253.26,769,123.75,62,0,,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,ANAYIRANKAL,1188,1207.008,48.968,65.616,1195.16,8.15,17,54.833,19.302,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,PONMUDI,678.8,707.745,47.4,63.516,702.1,32.77,69,0,,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,NERIAMANGALAM,445,456.59,5.557,4.835,456.35,5.375,97,4.676,2.203,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,PORINGAL,405.689,423.976,30.356,10.625,422.85,26.875,89,9.406,9.406,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.85,,0,0,,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,LOWER PERIYAR,237.74,253,4.55,2.093,253,4.55,100,2.093,2.093,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-18,KAKKAD,181.36,192.63,1.16,0.358,188,,0,0,,official_observed_reference,6d3a9eb4d9baaa22a4718a7c68b2ffef2ef674ae3f57b170d9bb3da1c572a46f
2024-07-19,IDUKKI,694.944,732.43,1460,2190,717.591,722.944,50,1084.416,1062.728,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,PAMBA,963.168,986.332,31.001,59.46,971.35,7.5,43,395.791,333.368,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,KAKKI,908.304,981.456,446.542,856.467,961.91,198.856,0,0,,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,SHOLAYAR,779.374,811.68,149.23,152.065,799.521,61.134,41,62.296,40.777,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,IDAMALAYAR,115,169,1017.8,254.45,149.65,507.475,50,126.869,126.869,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,KUNDALA,1735.836,1758.696,7.787,22.738,1749.4,2.79,36,145.825,63.074,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.7,47.15,85,0,,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,KUTTIADI,737.616,758.037,33.99,42.827,757.611,32.915,97,206.596,200.037,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,THARIODE,750.5,775.6,201,253.26,769.65,131.05,65,0,,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,ANAYIRANKAL,1188,1207.008,48.968,65.616,1195.56,8.95,18,58.317,20.528,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,PONMUDI,678.8,707.745,47.4,63.516,703,34.57,73,0,,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,NERIAMANGALAM,445,456.59,5.557,4.835,456.3,5.34,96,4.646,2.188,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
2024-07-19,PORINGAL,405.689,423.976,30.356,10.625,422.8,26.75,88,9.363,9.363,official_observed_reference,1689ed72e4302f1b18ee79e8a69b0d578f332c521c0e5faf2a2858b2da7d25cf
